# IAM Handwriting Database - Converted for CRNN Training
# Format: filename,transcription

word_04092.png,their
word_04093.png,,
word_04094.png,to
word_04095.png,her
word_04096.png,But
word_04097.png,play-grounds
word_04098.png,Moffat
word_04099.png,"
word_04100.png,Roy
word_04101.png,the
word_04102.png,.
word_04103.png,crowding
word_04104.png,filled
word_04105.png,would
word_04106.png,they
word_04107.png,the
word_04108.png,.
word_04109.png,History
word_04110.png,Adhem
word_04111.png,atomic
word_04112.png,nomination
word_04113.png,arise
word_04114.png,the
word_04115.png,fact
word_04116.png,Committee
word_04117.png,most
word_04118.png,has
word_04119.png,they
word_04120.png,,
word_04121.png,yarn
word_04122.png,longest
word_04123.png,Oum
word_04124.png,Prime
word_04125.png,are
word_04126.png,customers
word_04127.png,;
word_04128.png,the
word_04129.png,the
word_04130.png,of
word_04131.png,Mr
word_04132.png,feelings
word_04133.png,orders
word_04134.png,.
word_04135.png,I
word_04136.png,the
word_04137.png,Formula
word_04138.png,replaced
word_04139.png,may
word_04140.png,Gospel
word_04141.png,be
word_04142.png,muttered
word_04143.png,as
word_04144.png,followed
word_04145.png,simple
word_04146.png,to
word_04147.png,.
word_04148.png,Francis
word_04149.png,writing
word_04150.png,with
word_04151.png,that
word_04152.png,MR.
word_04153.png,and
word_04154.png,see
word_04155.png,doll's
word_04156.png,,
word_04157.png,the
word_04158.png,are
word_04159.png,instinct
word_04160.png,,
word_04161.png,hold
word_04162.png,of
word_04163.png,growth
word_04164.png,to
word_04165.png,Roy
word_04166.png,critics
word_04167.png,for
word_04168.png,filmed
word_04169.png,travelling
word_04170.png,who
word_04171.png,scope
word_04172.png,yards
word_04173.png,you
word_04174.png,and
word_04175.png,and
word_04176.png,of
word_04177.png,which
word_04178.png,from
word_04179.png,other
word_04180.png,.
word_04181.png,of
word_04182.png,men
word_04183.png,endowed
word_04184.png,in
word_04185.png,And
word_04186.png,scheme
word_04187.png,.
word_04188.png,had
word_04189.png,talks
word_04190.png,censure
word_04191.png,the
word_04192.png,with
word_04193.png,19
word_04194.png,Now
word_04195.png,best-seller
word_04196.png,Mr.
word_04197.png,the
word_04198.png,error
word_04199.png,and
word_04200.png,is
word_04201.png,autumn
word_04202.png,of
word_04203.png,when
word_04204.png,proper
word_04205.png,as
word_04206.png,.
word_04207.png,Fix
word_04208.png,no
word_04209.png,meeting
word_04210.png,Frankie
word_04211.png,by
word_04212.png,of
word_04213.png,of
word_04214.png,well-meaning
word_04215.png,everywhere
word_04216.png,few
word_04217.png,.
word_04218.png,in
word_04219.png,Scot
word_04220.png,We
word_04221.png,parts
word_04222.png,the
word_04223.png,been
word_04224.png,and
word_04225.png,beginning
word_04226.png,the
word_04227.png,for
word_04228.png,Richards
word_04229.png,on
word_04230.png,on
word_04231.png,The
word_04232.png,McGeorge
word_04233.png,often
word_04234.png,scrap
word_04235.png,have
word_04236.png,current
word_04237.png,shortages
word_04238.png,units
word_04239.png,only
word_04240.png,Government
word_04241.png,the
word_04242.png,needed
word_04243.png,.
word_04244.png,is
word_04245.png,there
word_04246.png,idea
word_04247.png,bound
word_04248.png,support
word_04249.png,describes
word_04250.png,leader
word_04251.png,a
word_04252.png,Mr.
word_04253.png,.
word_04254.png,Britain
word_04255.png,led
word_04256.png,Eric
word_04257.png,him
word_04258.png,of
word_04259.png,is
word_04260.png,of
word_04261.png,Trade
word_04262.png,routine
word_04263.png,Miss
word_04264.png,the
word_04265.png,.
word_04266.png,,
word_04267.png,London
word_04268.png,13
word_04269.png,two
word_04270.png,very
word_04271.png,he
word_04272.png,Mr.
word_04273.png,idea
word_04274.png,people
word_04275.png,,
word_04276.png,been
word_04277.png,returned
word_04278.png,on
word_04279.png,Now
word_04280.png,if
word_04281.png,Roy
word_04282.png,the
word_04283.png,instructions
word_04284.png,is
word_04285.png,Americans
word_04286.png,today
word_04287.png,sparked
word_04288.png,desire
word_04289.png,demonstrated
word_04290.png,installed
word_04291.png,Ban-the-
word_04292.png,ephemeral
word_04293.png,the
word_04294.png,does
word_04295.png,sold
word_04296.png,that
word_04297.png,their
word_04298.png,Senator
word_04299.png,I
word_04300.png,cash
word_04301.png,Mr.
word_04302.png,the
word_04303.png,in
word_04304.png,,
word_04305.png,cent
word_04306.png,is
word_04307.png,based
word_04308.png,reached
word_04309.png,beautiful
word_04310.png,great
word_04311.png,no
word_04312.png,that
word_04313.png,spent
word_04314.png,spite
word_04315.png,who
word_04316.png,.
word_04317.png,to
word_04318.png,a
word_04319.png,This
word_04320.png,don't
word_04321.png,that
word_04322.png,Let
word_04323.png,has
word_04324.png,and
word_04325.png,different
word_04326.png,works
word_04327.png,It
word_04328.png,girl
word_04329.png,his
word_04330.png,waste
word_04331.png,existence
word_04332.png,to
word_04333.png,candi-
word_04334.png,in
word_04335.png,.
word_04336.png,Macmillan
word_04337.png,best
word_04338.png,on
word_04339.png,scholars
word_04340.png,.
word_04341.png,men
word_04342.png,almost
word_04343.png,the
word_04344.png,even
word_04345.png,could
word_04346.png,were
word_04347.png,rest
word_04348.png,them
word_04349.png,in
word_04350.png,who
word_04351.png,own
word_04352.png,Rhodesia
word_04353.png,most
word_04354.png,Ministers
word_04355.png,twenty-four
word_04356.png,will
word_04357.png,lines
word_04358.png,not
word_04359.png,stitch
word_04360.png,in
word_04361.png,meet
word_04362.png,life
word_04363.png,hope
word_04364.png,South
word_04365.png,thought
word_04366.png,John
word_04367.png,In
word_04368.png,Mr
word_04369.png,has
word_04370.png,am
word_04371.png,wife
word_04372.png,peers
word_04373.png,the
word_04374.png,each
word_04375.png,the
word_04376.png,journalist
word_04377.png,Party
word_04378.png,and
word_04379.png,if
word_04380.png,and
word_04381.png,and
word_04382.png,"
word_04383.png,sparked
word_04384.png,her
word_04385.png,his
word_04386.png,in
word_04387.png,their
word_04388.png,Foreign
word_04389.png,He
word_04390.png,and
word_04391.png,of
word_04392.png,cups
word_04393.png,in
word_04394.png,not
word_04395.png,Prime
word_04396.png,defence
word_04397.png,in
word_04398.png,living
word_04399.png,have
word_04400.png,Commons
word_04401.png,talks
word_04402.png,another
word_04403.png,to
word_04404.png,especially
word_04405.png,of
word_04406.png,story
word_04407.png,works
word_04408.png,by
word_04409.png,policy
word_04410.png,Miss
word_04411.png,Ambassador
word_04412.png,most
word_04413.png,common
word_04414.png,Algeria
word_04415.png,.
word_04416.png,engineers
word_04417.png,,
word_04418.png,,
word_04419.png,minutes
word_04420.png,exercised
word_04421.png,reading
word_04422.png,ceremonial
word_04423.png,and
word_04424.png,so
word_04425.png,a
word_04426.png,UN
word_04427.png,tax
word_04428.png,systematic
word_04429.png,shift
word_04430.png,the
word_04431.png,characters
word_04432.png,become
word_04433.png,would
word_04434.png,.
word_04435.png,,
word_04436.png,damage
word_04437.png,Roy
word_04438.png,gives
word_04439.png,,
word_04440.png,of
word_04441.png,of
word_04442.png,Nations
word_04443.png,,
word_04444.png,and
word_04445.png,.
word_04446.png,is
word_04447.png,you
word_04448.png,on
word_04449.png,with
word_04450.png,had
word_04451.png,years
word_04452.png,connection
word_04453.png,and
word_04454.png,by
word_04455.png,and
word_04456.png,And
word_04457.png,his
word_04458.png,could
word_04459.png,President
word_04460.png,text
word_04461.png,Archbishop
word_04462.png,cannot
word_04463.png,certainly
word_04464.png,time
word_04465.png,a
word_04466.png,public
word_04467.png,or
word_04468.png,after
word_04469.png,,
word_04470.png,as
word_04471.png,debt
word_04472.png,in
word_04473.png,the
word_04474.png,succeed
word_04475.png,an
word_04476.png,Research
word_04477.png,to
word_04478.png,Because
word_04479.png,Yugoslav
word_04480.png,Lucas
word_04481.png,this
word_04482.png,Play
word_04483.png,,
word_04484.png,call
word_04485.png,was
word_04486.png,"
word_04487.png,treatment
word_04488.png,Conservative
word_04489.png,Court
word_04490.png,to
word_04491.png,premiere
word_04492.png,said
word_04493.png,with
word_04494.png,The
word_04495.png,with
word_04496.png,transmitted
word_04497.png,the
word_04498.png,and
word_04499.png,cheered
word_04500.png,other
word_04501.png,themselves
word_04502.png,UNIP
word_04503.png,though
word_04504.png,.
word_04505.png,Welensky
word_04506.png,British
word_04507.png,due
word_04508.png,;
word_04509.png,uniform
word_04510.png,days
word_04511.png,Europe
word_04512.png,and
word_04513.png,Roy's
word_04514.png,Answering
word_04515.png,,
word_04516.png,ultimatum
word_04517.png,audience
word_04518.png,think
word_04519.png,Buckingham
word_04520.png,charges
word_04521.png,the
word_04522.png,eight-round
word_04523.png,this
word_04524.png,guide
word_04525.png,the
word_04526.png,meals
word_04527.png,same
word_04528.png,fallen
word_04529.png,be
word_04530.png,to
word_04531.png,realism
word_04532.png,a
word_04533.png,took
word_04534.png,,
word_04535.png,least
word_04536.png,Herr
word_04537.png,.
word_04538.png,Mr.
word_04539.png,is
word_04540.png,two
word_04541.png,she
word_04542.png,island
word_04543.png,an
word_04544.png,made
word_04545.png,time
word_04546.png,by
word_04547.png,Das
word_04548.png,cross
word_04549.png,first
word_04550.png,canals
word_04551.png,light
word_04552.png,,
word_04553.png,.
word_04554.png,and
word_04555.png,Allen
word_04556.png,do
word_04557.png,We
word_04558.png,put
word_04559.png,home
word_04560.png,,
word_04561.png,a
word_04562.png,bitterest
word_04563.png,his
word_04564.png,lace
word_04565.png,:
word_04566.png,time
word_04567.png,bear
word_04568.png,decisive
word_04569.png,concentration
word_04570.png,but
word_04571.png,near
word_04572.png,shrewd
word_04573.png,to
word_04574.png,,
word_04575.png,its
word_04576.png,sixty
word_04577.png,military
word_04578.png,flat
word_04579.png,with
word_04580.png,,
word_04581.png,to
word_04582.png,used
word_04583.png,any
word_04584.png,position
word_04585.png,the
word_04586.png,Willis
word_04587.png,well
word_04588.png,Stone
word_04589.png,acts
word_04590.png,with
word_04591.png,,
word_04592.png,war
word_04593.png,enough
word_04594.png,hold
word_04595.png,,
word_04596.png,canals
word_04597.png,in
word_04598.png,Passover
word_04599.png,a
word_04600.png,One
word_04601.png,least
word_04602.png,a
word_04603.png,to
word_04604.png,that
word_04605.png,.
word_04606.png,.
word_04607.png,yesterday
word_04608.png,importance
word_04609.png,We
word_04610.png,and
word_04611.png,the
word_04612.png,this
word_04613.png,will
word_04614.png,by
word_04615.png,each
word_04616.png,There
word_04617.png,rated
word_04618.png,insect
word_04619.png,should
word_04620.png,Foreign
word_04621.png,knotted
word_04622.png,"
word_04623.png,or
word_04624.png,80
word_04625.png,look
word_04626.png,Moscow
word_04627.png,trick
word_04628.png,by
word_04629.png,As
word_04630.png,solace
word_04631.png,,
word_04632.png,a
word_04633.png,Paris
word_04634.png,maintain
word_04635.png,with
word_04636.png,let
word_04637.png,got
word_04638.png,and
word_04639.png,lines
word_04640.png,from
word_04641.png,Britain
word_04642.png,.
word_04643.png,party
word_04644.png,,
word_04645.png,.
word_04646.png,putting
word_04647.png,goods
word_04648.png,corresponding
word_04649.png,his
word_04650.png,an
word_04651.png,Labour's
word_04652.png,to
word_04653.png,Constitution
word_04654.png,attitude
word_04655.png,critics
word_04656.png,"
word_04657.png,the
word_04658.png,"
word_04659.png,permanently
word_04660.png,on
word_04661.png,under
word_04662.png,retrospective
word_04663.png,proof
word_04664.png,by
word_04665.png,with
word_04666.png,the
word_04667.png,nuclear
word_04668.png,to
word_04669.png,per
word_04670.png,Key
word_04671.png,with
word_04672.png,Federal
word_04673.png,And
word_04674.png,take
word_04675.png,to
word_04676.png,any
word_04677.png,Common
word_04678.png,run
word_04679.png,prop
word_04680.png,apparent
word_04681.png,of
word_04682.png,when
word_04683.png,a
word_04684.png,points
word_04685.png,in
word_04686.png,little
word_04687.png,missiles
word_04688.png,one
word_04689.png,chief
word_04690.png,were
word_04691.png,the
word_04692.png,stop
word_04693.png,the
word_04694.png,in
word_04695.png,fundamentally
word_04696.png,of
word_04697.png,can
word_04698.png,waiting
word_04699.png,had
word_04700.png,?
word_04701.png,,
word_04702.png,he
word_04703.png,opinion
word_04704.png,it
word_04705.png,two
word_04706.png,inconsistency
word_04707.png,even
word_04708.png,expound
word_04709.png,Consultative
word_04710.png,week
word_04711.png,movement
word_04712.png,Mr.
word_04713.png,bullying
word_04714.png,industry
word_04715.png,advertisements
word_04716.png,the
word_04717.png,first
word_04718.png,and
word_04719.png,Roy's
word_04720.png,any
word_04721.png,play
word_04722.png,has
word_04723.png,-
word_04724.png,Remez
word_04725.png,a
word_04726.png,industry
word_04727.png,them
word_04728.png,by
word_04729.png,STATE
word_04730.png,in
word_04731.png,Although
word_04732.png,Germans
word_04733.png,National
word_04734.png,"
word_04735.png,"
word_04736.png,Most
word_04737.png,Trent
word_04738.png,Him
word_04739.png,pleased
word_04740.png,answer
word_04741.png,the
word_04742.png,of
word_04743.png,the
word_04744.png,Roy
word_04745.png,Three
word_04746.png,have
word_04747.png,There
word_04748.png,more
word_04749.png,Mr.
word_04750.png,campaign
word_04751.png,the
word_04752.png,in
word_04753.png,the
word_04754.png,directions
word_04755.png,in
word_04756.png,of
word_04757.png,them
word_04758.png,two
word_04759.png,action
word_04760.png,Press
word_04761.png,the
word_04762.png,aim
word_04763.png,will
word_04764.png,.
word_04765.png,.
word_04766.png,no
word_04767.png,us
word_04768.png,happens
word_04769.png,Gaitskellites
word_04770.png,this
word_04771.png,Party
word_04772.png,improbable
word_04773.png,not
word_04774.png,to
word_04775.png,Um-chink
word_04776.png,power
word_04777.png,Minister
word_04778.png,to
word_04779.png,fuller
word_04780.png,generate
word_04781.png,stone
word_04782.png,quietly
word_04783.png,West
word_04784.png,resorted
word_04785.png,the
word_04786.png,hated
word_04787.png,The
word_04788.png,Commons
word_04789.png,before
word_04790.png,treaty
word_04791.png,Vienna
word_04792.png,make
word_04793.png,"
word_04794.png,African
word_04795.png,There
word_04796.png,official
word_04797.png,Labour
word_04798.png,bow
word_04799.png,but
word_04800.png,which
word_04801.png,James
word_04802.png,at
word_04803.png,of
word_04804.png,to
word_04805.png,of
word_04806.png,not
word_04807.png,may
word_04808.png,has
word_04809.png,by
word_04810.png,,
word_04811.png,the
word_04812.png,and
word_04813.png,argued
word_04814.png,The
word_04815.png,once
word_04816.png,of
word_04817.png,Germany
word_04818.png,they
word_04819.png,this
word_04820.png,want
word_04821.png,into
word_04822.png,happen
word_04823.png,take
word_04824.png,that
word_04825.png,healing
word_04826.png,that
word_04827.png,a
word_04828.png,with
word_04829.png,to
word_04830.png,the
word_04831.png,the
word_04832.png,three
word_04833.png,allies
word_04834.png,Forty
word_04835.png,He
word_04836.png,by
word_04837.png,and
word_04838.png,sentiment
word_04839.png,.
word_04840.png,a
word_04841.png,:
word_04842.png,Diefenbaker
word_04843.png,discuss
word_04844.png,of
word_04845.png,under
word_04846.png,Mr.
word_04847.png,inquisitively
word_04848.png,Common
word_04849.png,their
word_04850.png,do
word_04851.png,-
word_04852.png,elaborate
word_04853.png,cover
word_04854.png,taken
word_04855.png,was
word_04856.png,of
word_04857.png,outboard
word_04858.png,lead
word_04859.png,Peeresses
word_04860.png,are
word_04861.png,of
word_04862.png,Krushchov
word_04863.png,a
word_04864.png,.
word_04865.png,blood
word_04866.png,in
word_04867.png,the
word_04868.png,Montand
word_04869.png,to
word_04870.png,is
word_04871.png,us
word_04872.png,of
word_04873.png,affairs
word_04874.png,the
word_04875.png,perhaps
word_04876.png,the
word_04877.png,Union
word_04878.png,his
word_04879.png,)
word_04880.png,Senator
word_04881.png,C.I.G.S.
word_04882.png,men
word_04883.png,A
word_04884.png,the
word_04885.png,Father
word_04886.png,:
word_04887.png,towards
word_04888.png,to
word_04889.png,small
word_04890.png,,
word_04891.png,motives
word_04892.png,they
word_04893.png,a
word_04894.png,cent.
word_04895.png,Much
word_04896.png,adjustment
word_04897.png,her
word_04898.png,she
word_04899.png,of
word_04900.png,of
word_04901.png,for
word_04902.png,,
word_04903.png,an
word_04904.png,hefty
word_04905.png,personal
word_04906.png,Him
word_04907.png,pressure
word_04908.png,Use
word_04909.png,and
word_04910.png,reading
word_04911.png,Treasury
word_04912.png,Powers
word_04913.png,He
word_04914.png,age
word_04915.png,the
word_04916.png,great
word_04917.png,positions
word_04918.png,not
word_04919.png,Mr.
word_04920.png,professes
word_04921.png,(
word_04922.png,she
word_04923.png,outline
word_04924.png,timber
word_04925.png,I
word_04926.png,loyalty
word_04927.png,MACLEOD
word_04928.png,will
word_04929.png,changes
word_04930.png,not
word_04931.png,songs
word_04932.png,action
word_04933.png,a
word_04934.png,yourself
word_04935.png,.
word_04936.png,Anglican
word_04937.png,heard
word_04938.png,moulds
word_04939.png,,
word_04940.png,yesterday
word_04941.png,with
word_04942.png,They
word_04943.png,an
word_04944.png,in
word_04945.png,Canada
word_04946.png,hardboard
word_04947.png,display
word_04948.png,lest
word_04949.png,?
word_04950.png,,
word_04951.png,service
word_04952.png,ment
word_04953.png,distorted
word_04954.png,A
word_04955.png,first
word_04956.png,conciliators
word_04957.png,bring
word_04958.png,,
word_04959.png,to
word_04960.png,,
word_04961.png,the
word_04962.png,the
word_04963.png,only
word_04964.png,,
word_04965.png,answer
word_04966.png,around
word_04967.png,the
word_04968.png,Antonioni
word_04969.png,accomplished
word_04970.png,,
word_04971.png,intervene
word_04972.png,did
word_04973.png,to
word_04974.png,decide
word_04975.png,pushing
word_04976.png,Roy
word_04977.png,the
word_04978.png,become
word_04979.png,says
word_04980.png,the
word_04981.png,,
word_04982.png,much
word_04983.png,never
word_04984.png,service
word_04985.png,altogether
word_04986.png,in
word_04987.png,officers
word_04988.png,he
word_04989.png,it
word_04990.png,.
word_04991.png,The
word_04992.png,nuclear
word_04993.png,.
word_04994.png,.
word_04995.png,badly
word_04996.png,make
word_04997.png,,
word_04998.png,higher
word_04999.png,articles
word_05000.png,in
word_05001.png,probably
word_05002.png,of
word_05003.png,most
word_05004.png,American
word_05005.png,negro
word_05006.png,within
word_05007.png,of
word_05008.png,a
word_05009.png,Eden
word_05010.png,with
word_05011.png,are
word_05012.png,"
word_05013.png,the
word_05014.png,the
word_05015.png,Nevertheless
word_05016.png,of
word_05017.png,,
word_05018.png,C
word_05019.png,his
word_05020.png,.
word_05021.png,,
word_05022.png,photographs
word_05023.png,which
word_05024.png,it
word_05025.png,net
word_05026.png,Wicki
word_05027.png,neutrality
word_05028.png,message
word_05029.png,battalions
word_05030.png,someone
word_05031.png,feeding
word_05032.png,in
word_05033.png,100
word_05034.png,our
word_05035.png,in
word_05036.png,someone
word_05037.png,Peers
word_05038.png,people
word_05039.png,to
word_05040.png,.
word_05041.png,a
word_05042.png,nations
word_05043.png,imprisoned
word_05044.png,far
word_05045.png,is
word_05046.png,as
word_05047.png,the
word_05048.png,has
word_05049.png,has
word_05050.png,it
word_05051.png,Hal
word_05052.png,must
word_05053.png,for
word_05054.png,planing
word_05055.png,They
word_05056.png,economic
word_05057.png,into
word_05058.png,creatures
word_05059.png,enormously
word_05060.png,four
word_05061.png,stricter
word_05062.png,be
word_05063.png,unacceptable
word_05064.png,listening
word_05065.png,Gospel
word_05066.png,do
word_05067.png,free
word_05068.png,.
word_05069.png,been
word_05070.png,The
word_05071.png,the
word_05072.png,before
word_05073.png,.
word_05074.png,already
word_05075.png,reference
word_05076.png,hands
word_05077.png,as
word_05078.png,There
word_05079.png,the
word_05080.png,the
word_05081.png,unemployment
word_05082.png,that
word_05083.png,some
word_05084.png,-
word_05085.png,at
word_05086.png,claimed
word_05087.png,view
word_05088.png,them
word_05089.png,kid
word_05090.png,anybody
word_05091.png,as
word_05092.png,have
word_05093.png,the
word_05094.png,tossing
word_05095.png,glue
word_05096.png,started
word_05097.png,can
word_05098.png,cables
word_05099.png,in
word_05100.png,meant
word_05101.png,Sol.
word_05102.png,that
word_05103.png,these
word_05104.png,if
word_05105.png,in
word_05106.png,military
word_05107.png,more
word_05108.png,and
word_05109.png,contribution
word_05110.png,percentage
word_05111.png,.
word_05112.png,desired
word_05113.png,should
word_05114.png,the
word_05115.png,improves
word_05116.png,in
word_05117.png,.
word_05118.png,-
word_05119.png,to
word_05120.png,somewhat
word_05121.png,as
word_05122.png,almost
word_05123.png,development
word_05124.png,control
word_05125.png,went
word_05126.png,in
word_05127.png,her
word_05128.png,several
word_05129.png,more
word_05130.png,need
word_05131.png,Macmillan
word_05132.png,only
word_05133.png,and
word_05134.png,An
word_05135.png,could
word_05136.png,the
word_05137.png,speak
word_05138.png,life
word_05139.png,version
word_05140.png,of
word_05141.png,of
word_05142.png,effect
word_05143.png,sugyas
word_05144.png,while
word_05145.png,Ferris
word_05146.png,view
word_05147.png,the
word_05148.png,1604
word_05149.png,,
word_05150.png,,
word_05151.png,!
word_05152.png,of
word_05153.png,was
word_05154.png,into
word_05155.png,.
word_05156.png,bring
word_05157.png,has
word_05158.png,his
word_05159.png,a
word_05160.png,no
word_05161.png,is
word_05162.png,,
word_05163.png,"
word_05164.png,either
word_05165.png,Britain
word_05166.png,back
word_05167.png,the
word_05168.png,statement
word_05169.png,an
word_05170.png,treatments
word_05171.png,few
word_05172.png,to
word_05173.png,There
word_05174.png,rest
word_05175.png,day
word_05176.png,and
word_05177.png,"
word_05178.png,the
word_05179.png,praying
word_05180.png,now
word_05181.png,everyday
word_05182.png,and
word_05183.png,Services
word_05184.png,thanks
word_05185.png,Feast
word_05186.png,He
word_05187.png,publishes
word_05188.png,Arguably
word_05189.png,their
word_05190.png,attempt
word_05191.png,they
word_05192.png,damage
word_05193.png,such
word_05194.png,.
word_05195.png,a
word_05196.png,first
word_05197.png,be
word_05198.png,the
word_05199.png,fed
word_05200.png,It
word_05201.png,has
word_05202.png,party
word_05203.png,such
word_05204.png,are
word_05205.png,deal
word_05206.png,Columbia
word_05207.png,steel
word_05208.png,heart-searching
word_05209.png,.
word_05210.png,was
word_05211.png,Los
word_05212.png,up
word_05213.png,is
word_05214.png,.
word_05215.png,people
word_05216.png,the
word_05217.png,others
word_05218.png,the
word_05219.png,-
word_05220.png,Vieng
word_05221.png,starts
word_05222.png,-
word_05223.png,not
word_05224.png,being
word_05225.png,girl
word_05226.png,.
word_05227.png,Only
word_05228.png,the
word_05229.png,quit
word_05230.png,exacting
word_05231.png,of
word_05232.png,p.m.
word_05233.png,than
word_05234.png,it
word_05235.png,part
word_05236.png,in
word_05237.png,proved
word_05238.png,and
word_05239.png,heard
word_05240.png,a
word_05241.png,regards
word_05242.png,look
word_05243.png,part
word_05244.png,used
word_05245.png,more
word_05246.png,possibility
word_05247.png,sick
word_05248.png,every
word_05249.png,improvement
word_05250.png,difficulties
word_05251.png,is
word_05252.png,There
word_05253.png,prefer
word_05254.png,cost
word_05255.png,the
word_05256.png,,
word_05257.png,minds
word_05258.png,when
word_05259.png,brief
word_05260.png,that
word_05261.png,thing
word_05262.png,round
word_05263.png,particularly
word_05264.png,.
word_05265.png,in
word_05266.png,West
word_05267.png,what
word_05268.png,Miss
word_05269.png,They
word_05270.png,,
word_05271.png,Foreign
word_05272.png,years
word_05273.png,-
word_05274.png,a
word_05275.png,officers
word_05276.png,and
word_05277.png,,
word_05278.png,mission
word_05279.png,to
word_05280.png,a
word_05281.png,15-17
word_05282.png,blond
word_05283.png,to
word_05284.png,these
word_05285.png,sing
word_05286.png,the
word_05287.png,per
word_05288.png,proposal
word_05289.png,to
word_05290.png,making
word_05291.png,was
word_05292.png,had
word_05293.png,in
word_05294.png,who
word_05295.png,man
word_05296.png,film
word_05297.png,on
word_05298.png,declared
word_05299.png,were
word_05300.png,plans
word_05301.png,negotiation
word_05302.png,to
word_05303.png,"
word_05304.png,in
word_05305.png,tsitsits
word_05306.png,that
word_05307.png,like
word_05308.png,merely
word_05309.png,by
word_05310.png,case
word_05311.png,shock
word_05312.png,visit
word_05313.png,quotes
word_05314.png,attending
word_05315.png,Czechoslovakia
word_05316.png,out
word_05317.png,empties
word_05318.png,smoothing
word_05319.png,he
word_05320.png,.
word_05321.png,which
word_05322.png,benefits
word_05323.png,been
word_05324.png,to
word_05325.png,Prime
word_05326.png,the
word_05327.png,create
word_05328.png,"
word_05329.png,C
word_05330.png,springs
word_05331.png,is
word_05332.png,the
word_05333.png,his
word_05334.png,it
word_05335.png,had
word_05336.png,.
word_05337.png,covered
word_05338.png,cloak
word_05339.png,left
word_05340.png,so-called
word_05341.png,and
word_05342.png,and
word_05343.png,version
word_05344.png,BAFFLED
word_05345.png,at
word_05346.png,the
word_05347.png,in
word_05348.png,Africans
word_05349.png,payment
word_05350.png,own
word_05351.png,shabby
word_05352.png,surroundings
word_05353.png,,
word_05354.png,to
word_05355.png,in
word_05356.png,a
word_05357.png,worn
word_05358.png,sewage
word_05359.png,African
word_05360.png,said
word_05361.png,other
word_05362.png,to
word_05363.png,on
word_05364.png,,
word_05365.png,HENZE'S
word_05366.png,new
word_05367.png,then
word_05368.png,.
word_05369.png,and
word_05370.png,Let
word_05371.png,and
word_05372.png,Government
word_05373.png,a
word_05374.png,It
word_05375.png,difficulties
word_05376.png,it
word_05377.png,instruments
word_05378.png,on
word_05379.png,the
word_05380.png,years
word_05381.png,the
word_05382.png,,
word_05383.png,Labour
word_05384.png,October
word_05385.png,Mr.
word_05386.png,gravely
word_05387.png,removed
word_05388.png,Let
word_05389.png,the
word_05390.png,fringing
word_05391.png,official
word_05392.png,have
word_05393.png,makes
word_05394.png,the
word_05395.png,the
word_05396.png,Cooper
word_05397.png,Bryan
word_05398.png,Air
word_05399.png,.
word_05400.png,saint
word_05401.png,try
word_05402.png,Throughout
word_05403.png,Germany
word_05404.png,"
word_05405.png,,
word_05406.png,with
word_05407.png,the
word_05408.png,instance
word_05409.png,lived
word_05410.png,and
word_05411.png,the
word_05412.png,the
word_05413.png,tragic
word_05414.png,year
word_05415.png,Secretary
word_05416.png,common
word_05417.png,Ramah
word_05418.png,the
word_05419.png,local
word_05420.png,The
word_05421.png,come
word_05422.png,will
word_05423.png,Friends
word_05424.png,their
word_05425.png,and
word_05426.png,Formula
word_05427.png,at
word_05428.png,Government
word_05429.png,a
word_05430.png,for
word_05431.png,very
word_05432.png,the
word_05433.png,consultative
word_05434.png,a
word_05435.png,a
word_05436.png,these
word_05437.png,a
word_05438.png,worked
word_05439.png,"
word_05440.png,commented
word_05441.png,The
word_05442.png,welfare
word_05443.png,the
word_05444.png,strewn
word_05445.png,as
word_05446.png,is
word_05447.png,been
word_05448.png,the
word_05449.png,?
word_05450.png,the
word_05451.png,Details
word_05452.png,British
word_05453.png,163,000,000
word_05454.png,nuclear
word_05455.png,fishing
word_05456.png,owed
word_05457.png,these
word_05458.png,We
word_05459.png,at
word_05460.png,Greek
word_05461.png,,
word_05462.png,Patrick's
word_05463.png,Belgium
word_05464.png,prices
word_05465.png,brass
word_05466.png,Government
word_05467.png,few
word_05468.png,Version
word_05469.png,Cooper
word_05470.png,military
word_05471.png,have
word_05472.png,,
word_05473.png,but
word_05474.png,and
word_05475.png,then
word_05476.png,on
word_05477.png,Roy
word_05478.png,that
word_05479.png,.
word_05480.png,to
word_05481.png,their
word_05482.png,to
word_05483.png,a
word_05484.png,someone
word_05485.png,believe
word_05486.png,manifested
word_05487.png,at
word_05488.png,lace
word_05489.png,much
word_05490.png,union
word_05491.png,backed
word_05492.png,it
word_05493.png,been
word_05494.png,need
word_05495.png,are
word_05496.png,do
word_05497.png,Honey
word_05498.png,Macleod
word_05499.png,the
word_05500.png,,
word_05501.png,can
word_05502.png,spiritual
word_05503.png,For
word_05504.png,undermining
word_05505.png,of
word_05506.png,lead
word_05507.png,say
word_05508.png,Health
word_05509.png,appears
word_05510.png,.
word_05511.png,available
word_05512.png,words
word_05513.png,international
word_05514.png,Gagarin
word_05515.png,of
word_05516.png,and
word_05517.png,Brown
word_05518.png,The
word_05519.png,Party
word_05520.png,membership
word_05521.png,is
word_05522.png,sometimes
word_05523.png,shapes
word_05524.png,-
word_05525.png,of
word_05526.png,miles
word_05527.png,,
word_05528.png,the
word_05529.png,stations
word_05530.png,Adultery
word_05531.png,,
